Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Mbps (Media de bajada),Accesos por cada 100 hogares,Accesos por cada 100 hab
2014,3,Mendoza,150120,13030,2512,40,2222,167924,3.5028531768490665,32.313179561655694,8.992236937014606
2014,3,Misiones,56933,18373,4,3,14,75327,3.5775238575714927,23.567356954345527,6.399773666851879
2014,3,Neuquén,54458,30964,1000,12858,3087,102367,3.7429104879160966,56.39541102706976,16.726688649309313
2014,3,Río Negro,65264,26590,888,3533,1505,97780,3.4799791702900404,46.19618715783015,14.159932806209634
2014,3,Salta,73828,18394,43,109,580,92954,3.4109103624880306,29.2226843537979,7.053549273694012
2014,3,San Juan,48272,451,731,1199,1126,51779,3.473725985590389,27.854244478102743,7.0752480415613945
2014,3,San Luis,11303,925,355,25,438,13046,3.503113190184049,9.711210759672754,2.770051341285783
2014,3,Santa Cruz,17862,492,385,4273,3098,26110,3.3073222601557406,28.231942904274984,8.34323913237982
2014,3,Santa Fe,325577,183630,4407,6540,733,520887,3.375592912249111,49.19588444557267,15.43798865461788
2014,3,Santiago Del Estero,32820,3900,19,768,41,37548,3.0995465103889184,16.49220390830193,4.082169590293595
2014,3,Tierra Del Fuego,21840,3469,650,1,2832,28792,3.470981711419659,65.68610204476191,19.344392262780588
2014,3,Tucumán,131739,97,117,13,100,132066,3.349897526769352,33.94375582221807,8.381678430058432
2014,2,Buenos Aires,1568881,1025490,120008,17020,33147,2764546,3.851862760043666,55.06141695143392,16.794925434991658
2014,2,Capital Federal,447637,828411,17729,1883,14555,1310215,4.249991223638481,113.1433524754098,42.974776961427445
2014,2,Catamarca,24380,243,17,0,43,24683,2.915358424826804,24.703118860058403,6.284355435383139
2014,2,Chaco,53321,9870,30,0,58,63279,3.4206301023632,20.95799636749445,5.602127567276613
2014,2,Chubut,51070,649,866,10960,6974,70519,3.156405252857589,41.41020981991258,12.696289361395674
2014,2,Córdoba,337825,234729,351,3673,374,576952,3.5567859606832632,53.448126115626,16.365408420405306
2014,2,Corrientes,52883,8680,31,1309,55,62958,3.3669705989802563,22.575613003243586,5.945267054468535
2014,2,Entre Ríos,108900,21706,49,4795,133,135583,3.312400309974538,34.687432371459764,10.372072065869386
2014,2,Formosa,20894,4628,0,0,78,25600,2.6523512500000006,17.54041175485166,4.464869672895974
2014,2,Jujuy,30128,4161,23,40,9,34361,2.7690316794782204,18.706060999413573,4.784095434078587
2014,2,La Pampa,15957,32600,513,5869,689,55628,2.684576055426866,49.70759616034458,16.379048903362197
2014,2,La Rioja,15864,0,14,0,34,15912,3.095153343388638,16.502564816345664,4.393383418787844
2014,2,Mendoza,148979,13030,2480,36,2282,166807,3.503033182060705,32.098238150241194,8.95860097015214
2014,2,Misiones,56933,17594,4,150,8,74689,3.540023885712756,23.367747601299843,6.365807425994047
2014,2,Neuquén,47767,29776,997,10765,2983,92288,3.6647043380451545,50.84274905844866,15.137568029498311
2014,2,Río Negro,64920,24944,876,3657,1560,95957,3.4286257504445143,45.33491032014632,13.946569423268942
2014,2,Salta,73841,17504,45,7,577,91974,3.391137751108792,28.91459400086288,7.004015501526469
2014,2,San Juan,48161,451,722,1139,1173,51646,3.4724840645935795,27.782697817958912,7.077771062624967
2014,2,San Luis,11306,925,354,22,448,13055,3.5041044810417468,9.717910199871824,2.781512264860477
2014,2,Santa Cruz,18956,448,381,4118,3266,27169,3.31815166016344,29.377007153054272,8.744673181156902
2014,2,Santa Fe,324101,178495,3085,6041,636,512358,3.3116910410979234,48.39035138670138,15.216957428230304
2014,2,Santiago Del Estero,32820,4231,19,907,34,38011,3.0697509211495944,16.695567347354444,4.143683147939005
2014,2,Tierra Del Fuego,21618,3008,648,1,2934,28209,3.470095986812908,64.35604517159936,19.08631433655622
2014,2,Tucumán,131740,97,121,13,98,132069,3.34994476711167,33.94452688568229,8.409488588173268
2014,1,Buenos Aires,1567685,1000879,120960,16528,33824,2739876,3.7331327999829305,54.57007287943976,16.692346018019045
2014,1,Capital Federal,445569,820161,17767,1866,14555,1299918,4.024081510870217,112.25412278926912,42.655071630586406
2014,1,Catamarca,24126,46,17,0,43,24232,2.8027344007923407,24.25175125458556,6.184614520776599
2014,1,Chaco,52971,9497,30,0,58,62556,3.2558373037444444,20.71853886384081,5.553671463702625
2014,1,Chubut,51066,539,866,10776,6974,70221,3.1759166751464583,41.23521807972435,12.703590133239262
2014,1,Córdoba,336841,225769,347,3585,368,566910,3.3874045815248133,52.51784754400632,16.125183143749393
2014,1,Corrientes,52565,8279,31,1306,55,62236,3.2186250823491607,22.31671671383888,5.891708288681968
2014,1,Entre Ríos,107883,21379,49,4887,133,134331,3.1672900899827185,34.367121821250166,10.302247104839328
2014,1,Formosa,20774,4548,0,0,100,25422,2.573729210919676,17.418451079368708,4.444467754793774
2014,1,Jujuy,29765,4030,23,0,9,33827,2.690263349406857,18.41535244687765,4.724302778829112
2014,1,La Pampa,15826,31305,513,5848,701,54193,2.64721042446136,48.42532103828204,15.994061954006703
2014,1,La Rioja,15663,0,14,0,34,15711,2.964740372987079,16.294104815837528,4.353174900044055
2014,1,Mendoza,148970,12076,2480,37,2282,165845,3.502680556555116,31.91312298660578,8.933318322823283
2014,1,Misiones,56597,17191,4,150,8,73950,3.403126267679909,23.13653864847733,6.323160981949705
2014,1,Neuquén,47790,28161,997,10381,3051,90380,3.5493016508254125,49.79160519138556,14.882265766507492
2014,1,Río Negro,64886,24156,876,3576,1572,95066,3.353796318189495,44.913957131788514,13.867842232252002
2014,1,Salta,73131,17538,45,8,568,91290,3.3009019792545207,28.69955950963068,6.976877486214764
2014,1,San Juan,48161,434,722,808,1173,51298,3.4691384597491712,27.59549302299609,7.050796578649686
2014,1,San Luis,11306,428,354,21,448,12557,3.5028153221310823,9.347207842190002,2.684668505334274
2014,1,Santa Cruz,18927,100,381,4092,3264,26764,3.315991479820628,28.939093063577776,8.677326900880571
2014,1,Santa Fe,322662,174296,3059,5951,644,506612,3.1474068452786788,47.84766256547095,15.077800919408592
2014,1,Santiago Del Estero,32567,3598,19,915,34,37133,2.949471721499205,16.309923503967603,4.058899015580628
2014,1,Tierra Del Fuego,21618,2837,648,1,2934,28038,3.446887937323564,63.965925574153744,19.10492102645171
2014,1,Tucumán,129717,83,121,13,98,130032,3.208341823551126,33.4209747934719,8.307214637543202
