Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Mbps (Media de bajada),Accesos por cada 100 hogares,Accesos por cada 100 hab
2020,1,Entre Ríos,90368,95434,13245,18737,14062,231846,19.029765335057498,56.12006051437216,16.779387594256768
2020,1,Formosa,21068,8887,1800,14510,169,46434,15.697352607415109,30.228303962606848,7.693633209507935
2020,1,Jujuy,32066,38938,3078,942,16641,91665,14.14492205715465,46.670230639987786,11.934505713694248
2020,1,La Pampa,8553,53755,13821,11295,1802,89226,7.291757720474826,75.76678781291396,24.96348894596364
2020,1,La Rioja,13076,34984,0,251,29,48340,7.962418947150687,46.346631384166976,12.337423688670192
2020,1,Mendoza,91955,50251,28059,12465,722,183452,8.440867710216997,33.14207670017271,9.248656325291032
2020,1,Misiones,51458,69452,1220,460,10962,133552,22.148213068436263,39.01834755171205,10.627621055982177
2020,1,Neuquén,29305,65951,11031,14711,729,121727,27.76828207897622,61.84749362355069,18.409872883598883
2020,1,Río Negro,47756,38479,10381,11222,18362,126200,19.06030056406124,55.11566865962362,16.95263605430754
2020,1,Salta,60426,75593,23025,4125,7212,170381,21.425047243902736,49.59568027012866,12.011697200976553
2020,1,San Juan,40092,6448,5508,7082,5101,64231,6.036984591484099,32.392292136304725,8.251277881190129
2020,1,San Luis,8301,7612,5,58301,36333,110552,20.98937974428265,76.30854184641933,21.838769386372302
2020,1,Santa Cruz,12845,15766,1026,6817,2368,38822,6.417170627364028,35.97427628896549,10.704172537298618
2020,1,Santa Fe,302366,383673,35123,30488,19468,771118,22.42405677003625,69.52357940253133,21.86132458787361
2020,1,Santiago Del Estero,24695,70424,200,2779,4657,102755,10.00053908049476,42.466359187991806,10.539212166838636
2020,1,Tierra Del Fuego,12854,25632,0,0,308,38794,7.410865837696335,76.06964979018785,22.552553250860385
2020,1,Tucumán,143184,10494,44687,1355,347,200067,32.24553094303289,47.84792325850032,11.852464901793743
2019,4,Buenos Aires,720011,2191672,669194,87111,18266,3686254,30.769694141005864,64.25205288245421,21.135089381908887
2019,4,Capital Federal,196938,1093143,35534,3914,28576,1358105,44.20317867008588,106.24546751041056,44.18705360861236
2019,4,Catamarca,22999,3318,9506,261,2227,38311,24.87830767046261,36.43842912715547,9.268865071492511
2019,4,Chaco,48661,53602,8831,5229,1580,117903,23.37495080016229,36.835478630342415,9.84506318966921
2019,4,Chubut,47045,26977,1324,15267,5489,96102,6.994113523445059,51.14501785514712,15.6771711859264
2019,4,Córdoba,296872,410038,53335,37750,8693,806688,26.16228061451293,70.48295566244217,21.57949716642836
2019,4,Corrientes,52525,51845,2002,2458,5004,113834,19.255411607971407,38.767440989262106,10.208283637368018
2019,4,Entre Ríos,92981,99206,12875,18561,15407,239030,17.007580897657125,57.99221691704514,17.339132629892976
2019,4,Formosa,21567,8684,1760,14531,169,46711,14.525629551519328,30.471313480544048,7.755476118924716
2019,4,Jujuy,32949,37604,873,814,16641,88881,12.959200042804213,45.37754633175065,11.60391510228381
2019,4,La Pampa,15457,56854,4942,11341,1805,90399,6.526152195693043,76.92418969170417,25.344921847620384
2019,4,La Rioja,13738,34984,0,251,29,49002,8.000880364029628,47.13589011052434,12.547563567459605
2019,4,Mendoza,96678,49711,24989,13672,730,185780,7.785200889987086,33.64903072027183,9.39011273391884
2019,4,Misiones,53116,69676,847,441,11733,135813,20.32034743574273,39.78923684048622,10.837581902491848
2019,4,Neuquén,29826,60970,10549,14246,854,116445,26.01988431478295,59.35590092822445,17.668184976921886
2019,4,Río Negro,49747,37933,9658,11437,18365,127140,17.17699897385603,55.70500968287489,17.13387032217983
2019,4,Salta,63272,76062,21865,3040,8206,172445,19.08357302283381,50.35463892238824,12.195492805546795
2019,4,San Juan,41360,6338,4931,7241,5104,64974,6.040171698468491,32.85497572815534,8.36915261267133
2019,4,San Luis,8569,8027,6,55266,36333,108201,20.690353422143115,74.92002603481464,21.44135289326784
2019,4,Santa Cruz,13264,15899,1036,6800,2371,39370,5.207925064069708,36.71136308535834,10.923427797723754
2019,4,Santa Fe,312072,382254,27464,26978,20401,769169,20.54719701980728,69.48235725596862,21.84835065573258
2019,4,Santiago Del Estero,24682,71239,200,2810,4657,103588,9.792201844355846,42.92077382358182,10.651974288337923
2019,4,Tierra Del Fuego,13261,26821,0,0,310,40392,7.27,79.69536136377089,23.62754675261621
2019,4,Tucumán,146985,11012,39574,725,348,198644,29.87038932431276,47.64902012521289,11.803181280712074
2019,3,Buenos Aires,1277249,2144956,425386,85572,27070,3960233,25.679380143834067,69.35630106079125,22.761733615562225
2019,3,Capital Federal,300288,1080973,24900,3895,31155,1441211,38.71410056071139,112.6453878037209,46.904770893488056
2019,3,Catamarca,24349,5543,13,244,2251,32400,9.293407429459826,30.883614526737205,7.855954765218487
2019,3,Chaco,50416,49156,8063,5224,1592,114451,19.994668122685404,35.8460309754608,9.580664387529255
2019,3,Chubut,37298,27090,1917,15149,7551,89005,6.966323588474291,47.56624162293312,14.580466548718958
2019,3,Córdoba,307780,399231,30064,37277,8701,783053,23.19340236493985,68.59234901069021,21.00078177695353
2019,3,Corrientes,53344,50230,1888,2458,4839,112759,16.69992255090861,38.48535113586719,10.134028114178689
2019,3,Entre Ríos,94947,96305,12888,18530,15432,238102,14.69513286650061,57.90009945796624,17.311661825597923
2019,3,Formosa,21777,8359,1476,14292,162,46066,13.22353748406198,30.11243299777749,7.664177713890219
2019,3,Jujuy,33110,35742,274,812,16638,86576,11.968240929924349,44.322486842913605,11.334206981241008
2019,3,La Pampa,19469,52941,4994,11462,1962,90828,5.719666464891041,77.45269423291748,25.519002705641388
2019,3,La Rioja,14390,34984,11,251,41,49677,8.002375296912113,47.94290512174643,12.76243179085612
2019,3,Mendoza,148640,54312,6865,12975,1545,224337,6.10822854552147,40.73714258735342,11.368189016279215
2019,3,Misiones,54493,65872,829,419,12270,133883,17.931522461372833,39.33292986744382,10.713348334458953
2019,3,Neuquén,43347,60484,5560,13512,2518,125421,23.74841515996666,64.13887269491578,19.092075679641724
2019,3,Río Negro,67478,37425,9739,10806,18847,144295,15.983718503999242,63.42470088700958,19.508498591229387
2019,3,Salta,65799,74329,733,1580,9394,151835,14.746465244455525,44.47617792228716,10.771854623416075
2019,3,San Juan,51670,7425,1227,7241,5535,73098,6.038229508650902,37.06231303554226,9.440941485226007
2019,3,San Luis,13037,10561,350,62286,36466,122700,19.743826982349614,85.22608876849344,24.39097116617468
2019,3,Santa Cruz,10663,17056,969,6544,2738,37970,5.017746940956451,35.62816097885956,10.601555192584216
2019,3,Santa Fe,319396,377171,18690,24269,21408,760934,18.165529686687883,68.87178057593026,21.65642474636164
2019,3,Santiago Del Estero,24556,71198,219,2759,34400,133132,9.38941313142636,55.30391146854541,13.725288048364083
2019,3,Tierra Del Fuego,19790,26659,651,0,1487,48587,6.690701380143412,96.46210963092378,28.59892519321212
2019,3,Tucumán,150918,12089,116,684,324,164131,19.323994794580525,39.487600204016815,9.781574184382116
2019,2,Buenos Aires,1284658,2079900,382971,75240,32929,3855698,22.480046018557395,67.84713982374198,22.215789484298067
2019,2,Capital Federal,309937,1061358,36082,3962,4281,1415620,30.346259857092,110.54556699485232,46.08592579281094
2019,2,Catamarca,25682,5543,13,146,2251,33635,8.81,32.13095022019278,8.173397032450584
2019,2,Chaco,50765,47448,4203,4727,1591,108734,16.01024333099657,34.14026097986763,9.125011329267103
2019,2,Chubut,37313,26338,1917,14443,7545,87556,6.054406893543786,46.98798413626923,14.403808727896068
2019,2,Córdoba,314768,388254,23023,33847,15236,775128,18.43151783191278,68.07130938789848,20.84163724223824
2019,2,Corrientes,53835,47431,1701,2444,6138,111549,13.833035083816176,38.15558588418795,10.047459019420458
2019,2,Entre Ríos,97081,91081,12764,17369,17529,235824,12.193357817950574,57.47823458872391,17.185820444672466
2019,2,Formosa,21916,8686,1382,14292,162,46438,10.836611219480826,30.418236006943307,7.742195783956093
2019,2,Jujuy,33022,30742,274,812,21857,86707,12.073382280507326,44.511922790626045,11.382934590825071
2019,2,La Pampa,19471,52101,4840,10789,3004,90205,5.492288321417966,77.08313750288404,25.39783989548608
2019,2,La Rioja,15014,34984,11,251,41,50301,7.894163486005089,48.70493914424316,12.965645588675004
2019,2,Mendoza,148673,54027,6865,12748,1544,223857,6.02629690452623,40.754624235362655,11.373356541672887
2019,2,Misiones,55373,64272,543,421,12269,132878,14.50130254739236,39.14612554169944,10.662825595018376
2019,2,Neuquén,43420,59021,4983,12792,2737,122953,17.242865250195976,63.0809643276744,18.77790080562025
2019,2,Río Negro,67841,36527,4037,10485,19657,138547,11.628050204319909,61.0942074999118,18.792276756346176
2019,2,Salta,68827,62343,725,1210,9463,142568,12.548748750601565,41.89319832036978,10.146610869132008
2019,2,San Juan,51680,7425,1174,2870,6876,70025,6.118522013069041,35.59971733748176,9.068540162527924
2019,2,San Luis,11130,10298,347,57242,38368,117385,19.875972848399364,81.789994425864,23.40822663016059
2019,2,Santa Cruz,10665,10257,379,6514,2735,30550,6.008047317560813,28.846063055322123,8.584064828655885
2019,2,Santa Fe,325420,355140,18236,21980,22708,743484,15.074549058890282,67.42291993321949,21.201130485144205
2019,2,Santiago Del Estero,24393,64783,219,2759,34600,126754,7.103112882966522,52.78997126317105,13.101581339388986
2019,2,Tierra Del Fuego,19790,25527,651,0,1486,47454,6.34,94.79803428023492,28.10756382159569
2019,2,Tucumán,153121,12089,116,684,321,166331,18.52931788592033,40.13604621420884,9.942460440805863
2019,1,Buenos Aires,1304507,2020730,336362,64867,20201,3746667,19.643958224230506,66.24255522736811,21.64173785141924
2019,1,Capital Federal,328246,1030814,32281,3978,4281,1399600,24.715063293849774,109.19616455883845,45.57918389943661
2019,1,Catamarca,26912,4443,16,0,2251,33622,7.964005155271879,32.190488956121285,8.188504627374574
2019,1,Chaco,53409,43555,1951,3628,1134,103677,13.444236269077935,32.635876579429485,8.722835003407456
2019,1,Chubut,37302,23065,1923,14443,3045,79778,5.891730569196159,42.99773633717796,13.180368061670734
2019,1,Córdoba,323272,363959,19902,24615,12367,744115,15.73486422864591,65.5173840768055,20.05952769269671
2019,1,Corrientes,55842,43444,1615,1528,58,102487,12.049695550812029,35.13498688698812,9.25199213887151
2019,1,Entre Ríos,100999,90253,12723,16231,12241,232447,10.659197328953976,56.78815996169284,16.979402393290254
2019,1,Formosa,22570,7878,940,13761,62,45211,9.825089957835711,29.67769463043193,7.55368578631946
2019,1,Jujuy,33248,12484,153,640,43622,90147,8.560464217465055,46.40843874036665,11.867849761055307
2019,1,La Pampa,18832,57373,2891,9023,1041,89160,5.057861842867403,76.35457433780647,25.157516640472675
2019,1,La Rioja,16367,34984,12,252,41,51656,7.092792286992043,50.184587883262736,13.359402478637785
2019,1,Mendoza,148524,40205,5662,10363,1544,206298,5.742764175317399,37.657164970282864,10.508862067173826
2019,1,Misiones,54898,59214,465,426,7717,122720,12.512773459683505,36.25716826552349,9.87579609120626
2019,1,Neuquén,40747,55634,3114,12510,2372,114377,15.88465326391522,58.87800433437489,17.526490396034294
2019,1,Río Negro,68377,34124,3994,9736,4857,121088,10.488420648136287,53.57164978100252,16.478122478195964
2019,1,Salta,74426,57933,647,1135,1879,136020,10.37710001396946,40.09834441771615,9.711781014403453
2019,1,San Juan,51660,5838,808,2932,1207,62445,5.839263189429536,31.833058053465464,8.108982017265918
2019,1,San Luis,11108,7784,378,53097,23968,96335,8.708555188754593,67.3379373977716,19.27177940129152
2019,1,Santa Cruz,10659,4615,382,6514,2735,24905,5.779992970397563,23.66765499676892,7.042691634453057
2019,1,Santa Fe,340038,340344,15621,23215,17860,737078,12.986963477266004,66.97409094791476,21.059894917387947
2019,1,Santiago Del Estero,25337,61547,23,2847,99,89853,6.415070737969083,37.51941674600391,9.3116162809496
2019,1,Tierra Del Fuego,19789,23549,1623,0,1486,46447,6.341101450612301,93.37581922721242,27.684925791261847
2019,1,Tucumán,159215,11670,118,678,321,172002,16.573299964579572,41.63074443134759,10.31263096739148
2018,4,Buenos Aires,1305576,1949637,296102,65477,19814,3636606,16.934363010150058,64.60284663484316,21.058833823398523
2018,4,Capital Federal,328253,1019490,33042,3978,4257,1389020,22.93530199223472,108.27314997057414,45.24931394036689
2018,4,Catamarca,26912,4443,16,0,2212,33583,8.043920202659912,32.225346166025346,8.197333541624968
2018,4,Chaco,53409,43555,1940,3236,1130,103270,13.492083570210347,32.59096087632982,8.7108351925502
2018,4,Chubut,37215,23065,952,14443,3047,78722,6.085223903684034,42.61093609604538,13.061729706052178
2018,4,Córdoba,328854,355716,17675,21851,13243,737339,15.813667433629776,65.08926459112368,19.92843117514227
2018,4,Corrientes,55842,42418,796,1515,30,100601,12.138923393387724,34.56627656869549,9.102210657080787
2018,4,Entre Ríos,101168,86198,4853,15472,14356,222047,11.023282490376957,54.37477348639939,16.257794035384702
2018,4,Formosa,22619,7880,887,13761,57,45204,9.816893711913805,29.73653915732,7.568639138457005
2018,4,Jujuy,33248,12484,153,640,43608,90133,8.562737601752614,46.53226639132679,11.89948419241854
2018,4,La Pampa,18832,55337,2685,7772,1010,85636,4.319094957943483,73.49404828314209,24.215175627605007
2018,4,La Rioja,16367,34984,12,252,36,51651,7.093382125154895,50.347993917417234,13.402859048246764
2018,4,Mendoza,148524,40205,5665,10363,1547,206304,5.746675102434321,37.757783845911696,10.536933969997644
2018,4,Misiones,55500,53673,465,426,6209,116273,12.495112674155788,34.4507488777944,9.38376401334208
2018,4,Neuquén,40747,55634,3115,12425,2444,114365,15.89123364607043,59.06916926636779,17.58336203291432
2018,4,Río Negro,68377,34292,1299,8037,4832,116837,10.487005565275494,51.86140345426057,15.952033444971306
2018,4,Salta,74295,57539,638,253,1853,134578,10.45728408913591,39.80161006973815,9.63988499012216
2018,4,San Juan,51660,5838,806,2883,1211,62398,5.715266539357845,31.89625207025579,8.125067548299477
2018,4,San Luis,11108,7784,378,53097,23964,96331,8.818992791900516,67.55045369760039,19.332549309229275
2018,4,Santa Cruz,10659,4615,382,6378,2734,24768,5.119507364772868,23.68919410065612,7.049080016507051
2018,4,Santa Fe,335519,322782,14387,18705,28997,720390,13.179234899969485,65.58706886191564,20.62373640643868
2018,4,Santiago Del Estero,25339,61243,23,2649,81,89335,6.309255243851745,37.40072595129344,9.2821177795649
2018,4,Tierra Del Fuego,19789,23349,1623,0,1499,46260,7.436562008214025,93.59257086207944,27.748785315817887
2018,4,Tucumán,159215,11670,119,686,314,172004,16.58323444553027,41.75796963877769,10.344120436439566
2018,3,Buenos Aires,1435856,1929273,156382,62318,26448,3610277,16.77973513236217,64.44056759752046,20.95908740104848
2018,3,Capital Federal,334353,1009252,35694,3872,9319,1392490,21.643368364061413,108.44591411021922,45.37709204560748
2018,3,Catamarca,27553,4443,15,1,2214,34226,7.806521941530631,32.91594537411041,8.373046550087581
2018,3,Chaco,53927,42359,1990,2628,1129,102033,12.89496189060927,32.283100833077576,8.628583509513742
2018,3,Chubut,58887,23065,1239,13817,6728,103736,6.076722322942862,56.39174585226903,17.28630822939319
2018,3,Córdoba,337620,342401,15785,19213,10839,725858,14.8182495375679,64.24210026029336,19.66915749676994
2018,3,Corrientes,56444,41300,212,1468,32,99456,11.493228365457124,34.24993887383215,9.018948170247882
2018,3,Entre Ríos,103318,83714,2403,15093,80,204608,10.524753506287304,50.22201385837749,15.016208210741231
2018,3,Formosa,22777,7589,817,13625,57,44865,9.318495441068285,29.576573428878444,7.5279498103121085
2018,3,Jujuy,33363,10856,32,641,43,44935,7.669872151814152,23.26370013719552,5.949165647225797
2018,3,La Pampa,12415,54574,8437,7011,987,83424,4.283048376167659,71.75023651844843,23.64056278957734
2018,3,La Rioja,16587,34984,13,253,35,51872,6.156013225626096,50.73304318059562,13.505484520192356
2018,3,Mendoza,151033,40205,5744,8195,1852,207029,5.786015677158131,37.990597267996215,10.60196923196676
2018,3,Misiones,56290,50793,512,391,56,108042,12.487485758721087,32.10366641805902,8.74450949017475
2018,3,Neuquén,46602,54129,998,12277,2712,116718,14.674244286624784,60.48661674396911,18.005451709791327
2018,3,Río Negro,68590,33474,1252,5051,5125,113492,10.06446008106754,50.54264808703746,15.546572458298687
2018,3,Salta,76600,53980,678,234,1391,132883,9.265848177562406,39.42741342068409,9.549341341721156
2018,3,San Juan,54025,5838,826,2744,1048,64481,5.738204725877363,33.05141650392377,8.419357955569252
2018,3,San Luis,11096,7784,368,52859,2314,74421,8.814987579354126,52.35311497551916,14.9833598756571
2018,3,Santa Cruz,18606,4574,585,6238,3996,33999,5.369715716600383,32.72785029455932,9.738987459252597
2018,3,Santa Fe,339126,312866,11749,16337,15022,695100,12.357326043488577,63.4096146162309,19.939106982732063
2018,3,Santiago Del Estero,25805,58789,23,1662,81,86360,5.779842512369051,36.24961697805127,8.996517443513934
2018,3,Tierra Del Fuego,19365,22649,1502,1,2047,45564,5.98788374717833,92.77191839394062,27.506021696216745
2018,3,Tucumán,161209,9280,110,252,315,171166,15.255950362488306,41.68101359528755,10.325137534986972
2018,2,Buenos Aires,1450203,1807868,143626,71256,27746,3500699,14.679375512175804,62.78226651094991,20.374582324435124
2018,2,Capital Federal,342431,977916,35610,3908,9321,1369186,18.93813458927817,106.53494128146691,44.63257774678805
2018,2,Catamarca,27444,4415,15,1,2214,34089,7.693096507452943,32.8575008674866,8.35838388395506
2018,2,Chaco,54134,40750,562,1946,1129,98521,12.499460181995785,31.25170499603489,8.353123614291734
2018,2,Chubut,58935,19591,1239,14070,6729,100564,5.329857730598913,54.90230333735512,16.830485129144066
2018,2,Córdoba,345141,327636,13832,16355,10109,713073,13.876809406349514,63.2743661231958,19.373198551696014
2018,2,Corrientes,56541,39715,201,1468,32,97957,10.87765289559918,33.80975390881165,8.903247385340823
2018,2,Entre Ríos,104811,80376,2405,12313,80,199985,10.186702751759965,49.20261187052838,14.711648453505866
2018,2,Formosa,23543,7311,18,13625,57,44554,8.974986530777175,29.434226520797,7.491907616509303
2018,2,Jujuy,33571,10856,23,640,43,45133,6.289345589213642,23.43220272985448,5.9923974768014165
2018,2,La Pampa,12416,53587,8420,7011,987,82421,4.098364171057469,71.04033787278055,23.40701065826804
2018,2,La Rioja,16663,34984,13,253,35,51948,5.591861584368082,50.97789073923241,13.570922884408905
2018,2,Mendoza,152938,36872,3084,6206,1852,200952,5.880529663045039,36.97287272406129,10.318226443150964
2018,2,Misiones,57265,47923,512,391,56,106147,11.759657402552,31.630907682221824,8.61598877251767
2018,2,Neuquén,46633,52855,998,12649,2713,115848,13.365011560107956,60.23679161402031,17.931877810369247
2018,2,Río Negro,68667,32795,1252,4396,5125,112235,9.509595114373948,50.1478946239634,15.42558308937726
2018,2,Salta,78386,53478,678,234,1391,134167,8.928271706442677,39.93719209989731,9.673102808845783
2018,2,San Juan,54080,5068,826,3079,1048,64101,5.845597830692315,32.94664884868421,8.392841711641646
2018,2,San Luis,11104,7666,368,16,2314,21468,5.900575184880855,15.150424491351384,4.336137508962927
2018,2,Santa Cruz,18615,4474,585,6734,3997,34405,5.189289950855788,33.33236451006607,9.919588050940062
2018,2,Santa Fe,337934,304349,11354,15801,15114,684552,11.74888462281756,62.57079239957442,19.675591530682105
2018,2,Santiago Del Estero,26074,55935,23,1662,81,83775,5.911001646998384,35.25646421116424,8.750160589339375
2018,2,Tierra Del Fuego,19372,22756,531,1,2047,44707,5.942745057375916,91.60519629538562,27.16231651599105
2018,2,Tucumán,160315,8965,110,252,315,169957,13.506545729627105,41.512563170017415,10.283671207148595
2018,1,Buenos Aires,1452061,1793884,133928,64379,31194,3475446,14.198889644680946,62.62621166168454,20.27965291057949
2018,1,Capital Federal,349995,968483,35535,3164,9393,1366570,17.74557730418008,106.23567174586836,44.562961320417855
2018,1,Catamarca,27300,4415,15,1,2214,33945,8.198860528714677,32.79361613741535,8.342098537275874
2018,1,Chaco,54879,40157,383,388,1130,96937,12.444064678644969,30.829927645702472,8.240328535251999
2018,1,Chubut,56375,19591,1194,14070,6729,97959,5.418637938827784,53.71560488248906,16.466326556340928
2018,1,Córdoba,349342,326894,13178,13237,11275,713926,12.790571217400483,63.51716965201617,19.447381073339752
2018,1,Corrientes,56937,35225,888,1334,33,94417,11.118502865253635,32.66346087317512,8.60133260210877
2018,1,Entre Ríos,106998,75751,3789,10776,80,197394,9.87523936699876,48.68120241785722,14.555673456325383
2018,1,Formosa,23556,7095,17,1603,57,32328,11.056815367469506,21.40431025921144,5.4480098282582645
2018,1,Jujuy,33856,10456,23,28,43,44406,6.741185879384532,23.12126087567753,5.912829505826147
2018,1,La Pampa,10807,51389,8386,10556,1926,83064,3.995131352064104,71.75163692275797,23.64124866231016
2018,1,La Rioja,16960,34984,13,253,35,52245,5.890820604111634,51.44351011244806,13.694770063119927
2018,1,Mendoza,152931,36872,3086,6206,1852,200947,5.881626969169374,37.07215110240331,10.345843091967913
2018,1,Misiones,56311,46880,328,5,56,103580,12.082189465143012,30.95673588446963,8.432278416607307
2018,1,Neuquén,46714,55072,1000,12404,2713,117903,11.96045995607415,61.517390351563726,18.31283869735193
2018,1,Río Negro,68769,31712,1251,4259,5128,111119,8.976243194361576,49.816861312232405,15.323567091543692
2018,1,Salta,79936,51534,118,204,1391,133183,9.1894409821995,39.7755916329188,9.633845443846392
2018,1,San Juan,54080,5068,826,2246,1048,63268,5.850581035549749,32.60917745169287,8.306800710570991
2018,1,San Luis,11104,7594,368,16,2314,21396,5.89436270457927,15.14879034827491,4.335615022675048
2018,1,Santa Cruz,18615,4474,1799,6734,2783,34405,5.189289950855788,33.55275989857616,9.98473486255572
2018,1,Santa Fe,341997,300421,10674,11636,15298,680026,11.173305005746002,62.28199844300957,19.58468236875741
2018,1,Santiago Del Estero,26788,54594,23,1432,81,82918,6.248210722163038,34.9882694482421,8.683504190530646
2018,1,Tierra Del Fuego,19372,9663,531,1,2047,31614,5.768082036032884,65.19963702359347,19.33152333431171
2018,1,Tucumán,158611,8921,107,368,50,168057,9.355631684806106,41.17600938886616,10.200177350055142
2017,4,Buenos Aires,1241172,1718013,131181,60082,31448,3181896,12.9720825438982,57.609615290258205,18.61464924835486
2017,4,Capital Federal,571363,961688,36277,3119,9877,1582324,15.20221886916041,122.89742418734993,51.6167209151056
2017,4,Catamarca,27083,263,11,1,2200,29558,7.78415435139573,28.620950093924897,7.280600419229377
2017,4,Chaco,55035,39690,389,380,1121,96615,11.702868121959405,30.808158111236537,8.234501979468078
2017,4,Chubut,56378,15097,1187,14070,6708,93440,5.408238076890145,51.46309626749354,15.77581593080522
2017,4,Córdoba,349710,324709,12778,12043,10739,709979,11.63658470115664,63.33262565207773,19.390857786793124
2017,4,Corrientes,56786,34722,894,1334,35,93771,10.384400430891969,32.51511831118755,8.562263620309615
2017,4,Entre Ríos,107764,73692,1894,10267,86,193703,9.295960619999066,47.885245293746834,14.317635180183578
2017,4,Formosa,23410,6973,19,1603,51,32056,10.114170463766309,21.27097668924972,5.414060072151437
2017,4,Jujuy,33844,9626,20,28,34,43552,6.638821273566491,22.742083716267025,5.81583543877829
2017,4,La Pampa,10808,50495,8272,10569,1927,82071,3.975819444981504,71.04976106378558,23.4099297739188
2017,4,La Rioja,16912,34984,14,253,31,52194,5.877588849506658,51.56847440546175,13.727965660359493
2017,4,Mendoza,152896,16114,3015,6206,1920,180151,5.71002586675844,33.32562553415048,9.300280994440511
2017,4,Misiones,56271,47470,95,5,54,103895,11.324123723249611,31.14218485379854,8.482789477895514
2017,4,Neuquén,46739,54119,1017,12404,2692,116971,10.719151524540267,61.24232317785096,18.2308851652642
2017,4,Río Negro,68690,30451,1250,4259,5114,109764,8.045522324672751,49.37562976824529,15.18781366272272
2017,4,Salta,80705,50446,127,158,1376,132812,8.451742767775633,39.79624247145896,9.638816535753657
2017,4,San Juan,54079,451,812,2246,1036,58624,5.832260073010133,30.29992919128174,7.718528602820455
2017,4,San Luis,11104,1119,335,17,2329,14904,5.732208801354054,10.586731069754228,3.0299272402738
2017,4,Santa Cruz,18614,1668,582,4638,3950,29452,5.206584828874508,28.912492882806827,8.603821648608145
2017,4,Santa Fe,341680,293831,10602,10965,15382,672460,10.297494601847182,61.7127712196729,19.405680474329014
2017,4,Santiago Del Estero,27313,40407,19,1025,80,68844,6.165600214985038,29.126386109501063,7.228687949666727
2017,4,Tierra Del Fuego,19372,6906,530,1,2045,28854,5.203225704536838,59.89413596263622,17.758493353028065
2017,4,Tucumán,156583,5223,105,102,319,162332,9.106021307187058,39.8968735176797,9.883286960651205
2017,3,Buenos Aires,1288025,1571180,124920,35058,38777,3057960,8.425706211853651,55.62938339533962,17.935870973592106
2017,3,Capital Federal,583249,941092,33481,2814,9723,1570359,10.635720274073307,121.85832590969336,51.2444496511116
2017,3,Catamarca,26873,4411,12,1,2181,33478,5.260018066713561,32.49092567790524,8.265091234974188
2017,3,Chaco,54888,37307,456,36,1072,93759,8.484871287555498,29.975925647657625,8.012103738024656
2017,3,Chubut,56359,5645,1217,13503,6820,83544,3.4783469156690874,46.21537746651841,14.16737183585357
2017,3,Córdoba,344580,319360,10579,7137,14988,696644,9.11557287304998,62.30700225296333,19.076953915608296
2017,3,Corrientes,56247,33993,947,1334,27,92548,7.447416428085263,32.16543574593796,8.470212670540503
2017,3,Entre Ríos,107774,69596,1786,6245,63,185464,6.993400639349653,45.95812167017718,13.741494179292031
2017,3,Formosa,22647,6816,428,2202,12,32105,7.06882153411281,21.35038438007076,5.43429504811395
2017,3,Jujuy,33796,9395,20,23,8,43242,4.689006725369201,22.64536299508256,5.791142800512126
2017,3,La Pampa,11378,49679,5153,11536,1944,79690,3.4381011143320657,69.13993701142644,22.780807976856146
2017,3,La Rioja,16638,34984,14,252,25,51913,5.010090208766659,51.46525230494696,13.70065107981072
2017,3,Mendoza,154036,33788,2772,29,1866,192491,3.512962661663036,35.70493177720565,9.964323465862444
2017,3,Misiones,56472,43880,110,5,9,100476,8.430383025286991,30.205990933031902,8.227833589371523
2017,3,Neuquén,48001,52468,1044,11576,2695,115784,8.16517738570226,60.8304131050389,18.10848135178631
2017,3,Río Negro,69301,30018,1106,3054,4017,107496,5.487278804673885,48.51865893950063,14.924361907723748
2017,3,Salta,80782,50284,127,158,1167,132518,6.133146206896552,39.839700806907416,9.649427484390076
2017,3,San Juan,54499,5068,816,1053,1013,62449,3.4497842064911834,32.36688935995978,8.245115565495915
2017,3,San Luis,11407,7576,347,26,2363,21719,3.50338739319684,15.477861790298098,4.429809174940647
2017,3,Santa Cruz,19220,5487,1544,4552,2887,33690,3.610470505758638,33.29182971658959,9.907366563740627
2017,3,Santa Fe,322953,290655,6338,4897,37499,662342,7.792215148399743,60.90635563451515,19.15216489884956
2017,3,Santiago Del Estero,27733,54096,19,911,35,82794,5.178558078335373,35.12104488438485,8.716515836151316
2017,3,Tierra Del Fuego,21587,7012,622,1,2244,31466,3.475358271865121,65.74180473434595,19.49276439686788
2017,3,Tucumán,154130,6431,106,40,305,161012,6.385176801555399,39.69537916123259,9.833448455500244
2017,2,Buenos Aires,1378549,1535037,119132,21555,24358,3078631,7.198747751887984,56.27214416169132,18.10415648100048
2017,2,Capital Federal,615262,932466,38628,2819,11016,1600191,8.843219830788254,124.06139375642525,52.236738675121046
2017,2,Catamarca,26401,255,14,1,34,26705,5.102182825899711,25.97712106768351,6.608185687419579
2017,2,Chaco,54449,35613,458,52,39,90611,7.689213433544128,29.045524775453423,7.763587198662014
2017,2,Chubut,43994,1067,916,13194,4804,63975,3.44726909222351,35.54601117914412,10.897114883440477
2017,2,Córdoba,341748,303488,4451,6446,1505,657638,7.421321799076774,58.973528908003566,18.05661531060883
2017,2,Corrientes,55262,33192,258,1354,31,90097,6.791580482607055,31.38612136835505,8.265165616133114
2017,2,Entre Ríos,108309,67650,254,6448,71,182732,6.287810106292773,45.38933102824724,13.571663585663645
